contig_name	Start Coor	Stop Coordinate	ORF_code	Sum of per_base coverage	human_readable_names
contig-100_8337	535.0	702.0	KEAHIEPK_11954	540.0	hypothetical protein
contig-100_8339	239.0	469.0	KEAHIEPK_11955	1172.0	hypothetical protein
contig-100_8339	497.0	685.0	KEAHIEPK_11956	868.0	hypothetical protein
contig-100_8340	345.0	716.0	KEAHIEPK_11957	2479.0	hypothetical protein
contig-100_8343	90.0	335.0	KEAHIEPK_11958	672.0	hypothetical protein
contig-100_8344	56.0	715.0	KEAHIEPK_11959	2930.0	hypothetical protein
contig-100_8346	22.0	579.0	KEAHIEPK_11960	2503.0	Bifunctional protein HldE
contig-100_8348	2.0	367.0	KEAHIEPK_11961	3474.0	5-keto-D-gluconate 5-reductase
contig-100_8348	364.0	708.0	KEAHIEPK_11962	1690.0	hypothetical protein
contig-100_8351	149.0	286.0	KEAHIEPK_11963	593.0	hypothetical protein
contig-100_8354	202.0	342.0	KEAHIEPK_11964	591.0	hypothetical protein
contig-100_8354	342.0	707.0	KEAHIEPK_11965	1503.0	hypothetical protein
contig-100_8356	52.0	699.0	KEAHIEPK_11966	1943.0	DNA-directed RNA polymerase subunit alpha
contig-100_8357	158.0	334.0	KEAHIEPK_11967	718.0	hypothetical protein
contig-100_8357	327.0	554.0	KEAHIEPK_11968	2467.0	hypothetical protein
contig-100_8357	557.0	739.0	KEAHIEPK_11969	678.0	hypothetical protein
contig-100_8358	337.0	645.0	KEAHIEPK_11970	1256.0	hypothetical protein
contig-100_8361	9.0	626.0	KEAHIEPK_11971	4061.0	hypothetical protein
contig-100_8363	177.0	452.0	KEAHIEPK_11972	865.0	hypothetical protein
contig-100_8368	4.0	300.0	KEAHIEPK_11973	926.0	hypothetical protein
contig-100_8368	508.0	687.0	KEAHIEPK_11974	503.0	hypothetical protein
contig-100_8369	24.0	701.0	KEAHIEPK_11975	1511.0	Cypemycin N-terminal methyltransferase
contig-100_8370	37.0	471.0	KEAHIEPK_11976	3369.0	hypothetical protein
contig-100_8370	528.0	743.0	KEAHIEPK_11977	695.0	3-oxo-tetronate kinase
contig-100_8372	310.0	636.0	KEAHIEPK_11978	3230.0	Acyl-homoserine lactone acylase PvdQ
contig-100_8376	106.0	456.0	KEAHIEPK_11979	1494.0	hypothetical protein
contig-100_8378	275.0	442.0	KEAHIEPK_11980	1188.0	hypothetical protein
contig-100_8380	198.0	737.0	KEAHIEPK_11981	3067.0	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
contig-100_8382	333.0	560.0	KEAHIEPK_11982	871.0	Branched-chain-amino-acid aminotransferase 2
contig-100_8383	162.0	617.0	KEAHIEPK_11983	3948.0	hypothetical protein
contig-100_8385	421.0	672.0	KEAHIEPK_11984	1255.0	hypothetical protein
contig-100_8386	115.0	711.0	KEAHIEPK_11985	4823.0	Ferric enterobactin receptor
contig-100_8388	6.0	467.0	KEAHIEPK_11986	4000.0	Riboflavin biosynthesis protein RibBA
contig-100_8390	411.0	680.0	KEAHIEPK_11987	1934.0	hypothetical protein
contig-100_8391	434.0	721.0	KEAHIEPK_11988	743.0	Fumarate hydratase class I, anaerobic
contig-100_8394	631.0	738.0	KEAHIEPK_11989	333.0	Formyltetrahydrofolate deformylase
contig-100_8395	406.0	636.0	KEAHIEPK_11990	973.0	hypothetical protein
contig-100_8397	51.0	293.0	KEAHIEPK_11991	798.0	hypothetical protein
contig-100_8397	414.0	695.0	KEAHIEPK_11992	1063.0	hypothetical protein
contig-100_8399	57.0	476.0	KEAHIEPK_11993	2857.0	hypothetical protein
contig-100_8400	269.0	736.0	KEAHIEPK_11994	1502.0	hypothetical protein
contig-100_8401	297.0	494.0	KEAHIEPK_11995	1084.0	hypothetical protein
contig-100_8402	199.0	561.0	KEAHIEPK_11996	2662.0	hypothetical protein
contig-100_8403	23.0	466.0	KEAHIEPK_11997	1379.0	1,2-epoxyphenylacetyl-CoA isomerase
contig-100_8405	167.0	490.0	KEAHIEPK_11998	851.0	Cytochrome c oxidase subunit 1
contig-100_8405	500.0	697.0	KEAHIEPK_11999	692.0	hypothetical protein
contig-100_8406	4.0	690.0	KEAHIEPK_12000	4822.0	Urease accessory protein UreF
contig-100_8407	6.0	293.0	KEAHIEPK_12001	592.0	hypothetical protein
contig-100_8407	533.0	742.0	KEAHIEPK_12002	603.0	hypothetical protein
contig-100_8409	32.0	616.0	KEAHIEPK_12003	2849.0	hypothetical protein
contig-100_8410	61.0	711.0	KEAHIEPK_12004	4981.0	hypothetical protein
contig-100_8411	339.0	563.0	KEAHIEPK_12005	1323.0	hypothetical protein
contig-100_8412	28.0	708.0	KEAHIEPK_12006	3239.0	hypothetical protein
contig-100_8413	76.0	498.0	KEAHIEPK_12007	972.0	hypothetical protein
contig-100_8414	161.0	406.0	KEAHIEPK_12008	1314.0	Peptidyl-tRNA hydrolase ArfB
contig-100_8414	444.0	677.0	KEAHIEPK_12009	1222.0	hypothetical protein
contig-100_8415	386.0	496.0	KEAHIEPK_12010	451.0	hypothetical protein
contig-100_8416	247.0	633.0	KEAHIEPK_12011	6439.0	Indole-3-glycerol phosphate synthase
contig-100_8417	112.0	402.0	KEAHIEPK_12012	2992.0	hypothetical protein
contig-100_8418	225.0	731.0	KEAHIEPK_12013	1717.0	hypothetical protein
contig-100_8419	519.0	746.0	KEAHIEPK_12014	388.0	hypothetical protein
contig-100_8420	28.0	366.0	KEAHIEPK_12015	2221.0	hypothetical protein
contig-100_8420	491.0	745.0	KEAHIEPK_12016	1599.0	hypothetical protein
contig-100_8421	590.0	700.0	KEAHIEPK_12017	331.0	hypothetical protein
contig-100_8425	45.0	671.0	KEAHIEPK_12018	2858.0	Oxygen sensor protein DosP
contig-100_8430	67.0	717.0	KEAHIEPK_12019	4415.0	hypothetical protein
contig-100_8433	117.0	629.0	KEAHIEPK_12020	3264.0	Glutathione hydrolase-like YwrD proenzyme
contig-100_8435	124.0	306.0	KEAHIEPK_12021	887.0	hypothetical protein
contig-100_8435	336.0	551.0	KEAHIEPK_12022	1290.0	hypothetical protein
contig-100_8436	11.0	253.0	KEAHIEPK_12023	1115.0	hypothetical protein
contig-100_8436	298.0	726.0	KEAHIEPK_12024	2683.0	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
contig-100_8437	2.0	406.0	KEAHIEPK_12025	890.0	hypothetical protein
contig-100_8437	422.0	739.0	KEAHIEPK_12026	785.0	hypothetical protein
contig-100_8438	61.0	555.0	KEAHIEPK_12027	4007.0	hypothetical protein
contig-100_8439	64.0	657.0	KEAHIEPK_12028	5814.0	hypothetical protein
contig-100_8440	489.0	647.0	KEAHIEPK_12029	833.0	hypothetical protein
contig-100_8442	137.0	340.0	KEAHIEPK_12030	975.0	hypothetical protein
contig-100_8443	74.0	733.0	KEAHIEPK_12031	3853.0	hypothetical protein
contig-100_8444	470.0	739.0	KEAHIEPK_12032	1371.0	Flagellar biosynthetic protein FlhB
contig-100_8445	11.0	436.0	KEAHIEPK_12033	2254.0	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
contig-100_8445	361.0	690.0	KEAHIEPK_12034	1989.0	hypothetical protein
contig-100_8447	81.0	536.0	KEAHIEPK_12035	2978.0	hypothetical protein
contig-100_8447	543.0	743.0	KEAHIEPK_12036	665.0	hypothetical protein
contig-100_8451	32.0	739.0	KEAHIEPK_12037	3402.0	hypothetical protein
contig-100_8454	35.0	709.0	KEAHIEPK_12038	2358.0	Cyclohexane-1,2-dione hydrolase
contig-100_8455	428.0	646.0	KEAHIEPK_12039	1080.0	Acyl-CoA thioesterase 2
contig-100_8459	263.0	493.0	KEAHIEPK_12040	1586.0	hypothetical protein
contig-100_8460	76.0	429.0	KEAHIEPK_12041	2564.0	hypothetical protein
contig-100_8460	497.0	664.0	KEAHIEPK_12042	842.0	hypothetical protein
contig-100_8461	97.0	513.0	KEAHIEPK_12043	3213.0	hypothetical protein
contig-100_8462	30.0	275.0	KEAHIEPK_12044	1604.0	hypothetical protein
contig-100_8462	433.0	735.0	KEAHIEPK_12045	2100.0	hypothetical protein
contig-100_8463	124.0	510.0	KEAHIEPK_12046	3072.0	Exodeoxyribonuclease 7 large subunit
contig-100_8464	4.0	630.0	KEAHIEPK_12047	3783.0	hypothetical protein
contig-100_8466	78.0	719.0	KEAHIEPK_12048	4398.0	Homoserine kinase
contig-100_8468	80.0	700.0	KEAHIEPK_12049	5765.0	Bicarbonate transport ATP-binding protein CmpC
contig-100_8469	106.0	264.0	KEAHIEPK_12050	1168.0	hypothetical protein
contig-100_8471	118.0	744.0	KEAHIEPK_12051	4279.0	Bifunctional purine biosynthesis protein PurH
contig-100_8472	63.0	521.0	KEAHIEPK_12052	1243.0	60 kDa chaperonin
contig-100_8472	568.0	741.0	KEAHIEPK_12053	358.0	K(+)-insensitive pyrophosphate-energized proton pump
contig-100_8475	161.0	529.0	KEAHIEPK_12054	1802.0	hypothetical protein
contig-100_8476	320.0	736.0	KEAHIEPK_12055	1757.0	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
contig-100_8477	135.0	728.0	KEAHIEPK_12056	2484.0	Ribosomal protein L11 methyltransferase
contig-100_8478	87.0	452.0	KEAHIEPK_12057	1509.0	hypothetical protein
contig-100_8479	492.0	629.0	KEAHIEPK_12058	449.0	hypothetical protein
contig-100_8482	34.0	186.0	KEAHIEPK_12059	490.0	hypothetical protein
contig-100_8482	224.0	460.0	KEAHIEPK_12060	1142.0	hypothetical protein
contig-100_8482	382.0	687.0	KEAHIEPK_12061	1025.0	hypothetical protein
contig-100_8483	7.0	348.0	KEAHIEPK_12062	1561.0	hypothetical protein
contig-100_8484	316.0	702.0	KEAHIEPK_12063	7193.0	Aminomethyltransferase
contig-100_8485	60.0	554.0	KEAHIEPK_12064	2345.0	putative protein
contig-100_8486	3.0	698.0	KEAHIEPK_12065	3036.0	Methionine import ATP-binding protein MetN
contig-100_8488	339.0	578.0	KEAHIEPK_12066	963.0	hypothetical protein
contig-100_8489	60.0	374.0	KEAHIEPK_12067	510.0	hypothetical protein
contig-100_8489	409.0	675.0	KEAHIEPK_12068	946.0	hypothetical protein
contig-100_8490	48.0	551.0	KEAHIEPK_12069	2474.0	Uridylate kinase
contig-100_8491	118.0	729.0	KEAHIEPK_12070	3623.0	O-antigen biosynthesis glycosyltransferase WbnI
contig-100_8492	94.0	687.0	KEAHIEPK_12071	4665.0	hypothetical protein
contig-100_8494	347.0	538.0	KEAHIEPK_12072	875.0	hypothetical protein
contig-100_8497	478.0	738.0	KEAHIEPK_12073	968.0	High-affinity zinc uptake system binding-protein ZnuA
contig-100_8499	26.0	703.0	KEAHIEPK_12074	4627.0	LexA repressor
contig-100_8500	28.0	423.0	KEAHIEPK_12075	1958.0	hypothetical protein
contig-100_8501	20.0	712.0	KEAHIEPK_12076	6231.0	Ferrochelatase
contig-100_8502	278.0	394.0	KEAHIEPK_12077	1307.0	hypothetical protein
contig-100_8504	434.0	679.0	KEAHIEPK_12078	783.0	hypothetical protein
contig-100_8506	360.0	671.0	KEAHIEPK_12079	2214.0	30S ribosomal protein S10
contig-100_8507	117.0	545.0	KEAHIEPK_12080	1880.0	3-isopropylmalate dehydratase small subunit
contig-100_8508	52.0	369.0	KEAHIEPK_12081	1628.0	Flagellar biosynthesis protein FlhF
contig-100_8509	22.0	396.0	KEAHIEPK_12082	1996.0	hypothetical protein
contig-100_8509	396.0	734.0	KEAHIEPK_12083	3406.0	hypothetical protein
contig-100_8510	51.0	683.0	KEAHIEPK_12084	3273.0	Ribosomal RNA small subunit methyltransferase B
contig-100_8512	306.0	686.0	KEAHIEPK_12085	2307.0	hypothetical protein
contig-100_8513	28.0	351.0	KEAHIEPK_12086	2176.0	hypothetical protein
contig-100_8513	382.0	720.0	KEAHIEPK_12087	1598.0	hypothetical protein
contig-100_8514	16.0	255.0	KEAHIEPK_12088	554.0	hypothetical protein
contig-100_8514	262.0	537.0	KEAHIEPK_12089	713.0	hypothetical protein
contig-100_8516	70.0	318.0	KEAHIEPK_12090	1074.0	hypothetical protein
contig-100_8517	7.0	234.0	KEAHIEPK_12091	426.0	Molybdopterin synthase sulfur carrier subunit
contig-100_8517	239.0	700.0	KEAHIEPK_12092	1113.0	Molybdopterin synthase catalytic subunit
contig-100_8518	43.0	702.0	KEAHIEPK_12093	2103.0	hypothetical protein
contig-100_8519	41.0	538.0	KEAHIEPK_12094	4581.0	HTH-type transcriptional regulator CysL
contig-100_8520	260.0	727.0	KEAHIEPK_12095	2882.0	hypothetical protein
contig-100_8525	266.0	562.0	KEAHIEPK_12096	1306.0	hypothetical protein
contig-100_8525	559.0	693.0	KEAHIEPK_12097	944.0	hypothetical protein
contig-100_8526	182.0	379.0	KEAHIEPK_12098	1157.0	Formyltransferase/hydrolase complex subunit D
contig-100_8527	152.0	577.0	KEAHIEPK_12099	2618.0	hypothetical protein
contig-100_8529	332.0	736.0	KEAHIEPK_12100	2168.0	hypothetical protein
contig-100_8530	201.0	713.0	KEAHIEPK_12101	3271.0	putative 2-dehydro-3-deoxygalactonokinase DgoK1
contig-100_8531	324.0	557.0	KEAHIEPK_12102	1779.0	hypothetical protein
contig-100_8532	5.0	478.0	KEAHIEPK_12103	3201.0	hypothetical protein
contig-100_8533	164.0	388.0	KEAHIEPK_12104	764.0	hypothetical protein
contig-100_8533	305.0	595.0	KEAHIEPK_12105	1520.0	hypothetical protein
contig-100_8535	114.0	380.0	KEAHIEPK_12106	1161.0	hypothetical protein
			KEAHIEPK_12107		hypothetical protein
contig-100_8537	76.0	585.0	KEAHIEPK_12108	3090.0	ATP synthase subunit alpha
contig-100_8538	171.0	686.0	KEAHIEPK_12109	3308.0	(S)-2-haloacid dehalogenase
contig-100_8539	481.0	720.0	KEAHIEPK_12110	555.0	hypothetical protein
contig-100_8540	138.0	638.0	KEAHIEPK_12111	3224.0	Na(+)/H(+) antiporter subunit E
contig-100_8541	84.0	236.0	KEAHIEPK_12112	779.0	hypothetical protein
contig-100_8541	172.0	393.0	KEAHIEPK_12113	1098.0	hypothetical protein
contig-100_8542	26.0	613.0	KEAHIEPK_12114	2914.0	Peptidyl-prolyl cis-trans isomerase B
contig-100_8543	63.0	251.0	KEAHIEPK_12115	900.0	hypothetical protein
contig-100_8543	488.0	730.0	KEAHIEPK_12116	2115.0	hypothetical protein
contig-100_8544	21.0	203.0	KEAHIEPK_12117	676.0	hypothetical protein
contig-100_8545	194.0	703.0	KEAHIEPK_12118	2645.0	hypothetical protein
contig-100_8547	327.0	689.0	KEAHIEPK_12119	1235.0	Flagellar biosynthetic protein FlhB
contig-100_8548	174.0	368.0	KEAHIEPK_12120	600.0	hypothetical protein
contig-100_8550	51.0	713.0	KEAHIEPK_12121	2929.0	Spermidine-binding periplasmic protein SpuE
contig-100_8551	417.0	704.0	KEAHIEPK_12122	928.0	hypothetical protein
contig-100_8552	342.0	500.0	KEAHIEPK_12123	879.0	hypothetical protein
contig-100_8553	70.0	609.0	KEAHIEPK_12124	4033.0	hypothetical protein
contig-100_8554	74.0	697.0	KEAHIEPK_12125	3361.0	Flavin-dependent tryptophan halogenase RebH
contig-100_8555	12.0	149.0	KEAHIEPK_12126	344.0	hypothetical protein
contig-100_8557	34.0	447.0	KEAHIEPK_12127	1853.0	C4-dicarboxylate TRAP transporter large permease protein DctM
contig-100_8559	53.0	364.0	KEAHIEPK_12128	764.0	Cytochrome P450-terp
contig-100_8559	350.0	721.0	KEAHIEPK_12129	1230.0	Ribosomal protein L11 methyltransferase
contig-100_8560	31.0	468.0	KEAHIEPK_12130	2633.0	hypothetical protein
contig-100_8561	41.0	559.0	KEAHIEPK_12131	2057.0	Beta-barrel assembly-enhancing protease
contig-100_8562	23.0	628.0	KEAHIEPK_12132	2708.0	Aspartokinase
contig-100_8563	44.0	649.0	KEAHIEPK_12133	4043.0	hypothetical protein
contig-100_8564	336.0	683.0	KEAHIEPK_12134	1573.0	hypothetical protein
contig-100_8565	524.0	679.0	KEAHIEPK_12135	469.0	hypothetical protein
contig-100_8566	10.0	501.0	KEAHIEPK_12136	3763.0	hypothetical protein
contig-100_8566	489.0	653.0	KEAHIEPK_12137	952.0	Fumarate hydratase class II
contig-100_8567	103.0	552.0	KEAHIEPK_12138	1836.0	hypothetical protein
contig-100_8567	557.0	715.0	KEAHIEPK_12139	426.0	2,3-dehydroadipyl-CoA hydratase
contig-100_8568	555.0	740.0	KEAHIEPK_12140	913.0	hypothetical protein
contig-100_8569	124.0	534.0	KEAHIEPK_12141	1933.0	hypothetical protein
contig-100_8570	23.0	718.0	KEAHIEPK_12142	4513.0	Sulfate adenylyltransferase subunit 2
contig-100_8571	505.0	618.0	KEAHIEPK_12143	371.0	hypothetical protein
contig-100_8572	132.0	692.0	KEAHIEPK_12144	2275.0	hypothetical protein
contig-100_8574	146.0	664.0	KEAHIEPK_12145	2769.0	50S ribosomal protein L1
contig-100_8575	115.0	297.0	KEAHIEPK_12146	632.0	hypothetical protein
contig-100_8578	309.0	506.0	KEAHIEPK_12147	713.0	hypothetical protein
contig-100_8581	3.0	446.0	KEAHIEPK_12148	2068.0	hypothetical protein
contig-100_8582	255.0	563.0	KEAHIEPK_12149	1893.0	Ribosome hibernation promoting factor
contig-100_8583	209.0	721.0	KEAHIEPK_12150	5119.0	Cytochrome c oxidase subunit 2
contig-100_8584	152.0	718.0	KEAHIEPK_12151	1500.0	Disulfide bond formation protein B
contig-100_8585	63.0	314.0	KEAHIEPK_12152	2165.0	hypothetical protein
contig-100_8586	314.0	628.0	KEAHIEPK_12153	2143.0	hypothetical protein
contig-100_8587	56.0	694.0	KEAHIEPK_12154	3574.0	hypothetical protein
contig-100_8588	57.0	620.0	KEAHIEPK_12155	1709.0	hypothetical protein
contig-100_8589	349.0	705.0	KEAHIEPK_12156	2066.0	hypothetical protein
contig-100_8592	207.0	671.0	KEAHIEPK_12157	2022.0	hypothetical protein
contig-100_8593	150.0	686.0	KEAHIEPK_12158	2952.0	hypothetical protein
contig-100_8594	47.0	706.0	KEAHIEPK_12159	4506.0	hypothetical protein
contig-100_8595	28.0	687.0	KEAHIEPK_12160	5596.0	3-phosphoshikimate 1-carboxyvinyltransferase
contig-100_8597	194.0	424.0	KEAHIEPK_12161	998.0	hypothetical protein
contig-100_8599	40.0	264.0	KEAHIEPK_12162	1213.0	hypothetical protein
contig-100_8599	284.0	709.0	KEAHIEPK_12163	2694.0	hypothetical protein
contig-100_8600	465.0	665.0	KEAHIEPK_12164	2231.0	hypothetical protein
contig-100_8603	375.0	728.0	KEAHIEPK_12165	1344.0	hypothetical protein
contig-100_8604	111.0	524.0	KEAHIEPK_12166	5803.0	hypothetical protein
contig-100_8605	96.0	260.0	KEAHIEPK_12167	664.0	hypothetical protein
contig-100_8608	6.0	290.0	KEAHIEPK_12168	1680.0	hypothetical protein
contig-100_8609	22.0	738.0	KEAHIEPK_12169	3121.0	Phosphoenolpyruvate-protein phosphotransferase
contig-100_8611	274.0	462.0	KEAHIEPK_12170	492.0	hypothetical protein
contig-100_8612	158.0	568.0	KEAHIEPK_12171	2120.0	hypothetical protein
contig-100_8614	244.0	717.0	KEAHIEPK_12172	2624.0	Putative TrmH family tRNA/rRNA methyltransferase
contig-100_8615	38.0	133.0	KEAHIEPK_12173	611.0	hypothetical protein
contig-100_8615	130.0	639.0	KEAHIEPK_12174	3252.0	hypothetical protein
contig-100_8617	46.0	246.0	KEAHIEPK_12175	1086.0	5'-deoxynucleotidase YfbR
contig-100_8618	5.0	187.0	KEAHIEPK_12176	327.0	hypothetical protein
contig-100_8619	382.0	600.0	KEAHIEPK_12177	1290.0	hypothetical protein
contig-100_8620	304.0	624.0	KEAHIEPK_12178	6399.0	30S ribosomal protein S3
contig-100_8621	36.0	506.0	KEAHIEPK_12179	2674.0	Thiol:disulfide interchange protein DsbC
contig-100_8622	232.0	717.0	KEAHIEPK_12180	1762.0	hypothetical protein
contig-100_8623	4.0	252.0	KEAHIEPK_12181	1074.0	Glutaredoxin 3
contig-100_8623	257.0	670.0	KEAHIEPK_12182	2603.0	Glycerol-3-phosphate cytidylyltransferase
contig-100_8624	25.0	588.0	KEAHIEPK_12183	4002.0	hypothetical protein
contig-100_8626	80.0	370.0	KEAHIEPK_12184	1727.0	hypothetical protein
contig-100_8629	494.0	643.0	KEAHIEPK_12185	456.0	hypothetical protein
contig-100_8630	337.0	438.0	KEAHIEPK_12186	652.0	hypothetical protein
contig-100_8631	7.0	702.0	KEAHIEPK_12187	2163.0	Modulator of FtsH protease HflK
contig-100_8632	111.0	287.0	KEAHIEPK_12188	395.0	Protein translocase subunit SecE
contig-100_8632	284.0	526.0	KEAHIEPK_12189	1177.0	hypothetical protein
contig-100_8634	51.0	497.0	KEAHIEPK_12190	3150.0	hypothetical protein
contig-100_8637	160.0	651.0	KEAHIEPK_12191	1810.0	hypothetical protein
contig-100_8638	114.0	317.0	KEAHIEPK_12192	1834.0	hypothetical protein
contig-100_8639	333.0	716.0	KEAHIEPK_12193	3121.0	hypothetical protein
contig-100_8641	191.0	433.0	KEAHIEPK_12194	2443.0	hypothetical protein
contig-100_8642	228.0	716.0	KEAHIEPK_12195	4021.0	2,3-dehydroadipyl-CoA hydratase
contig-100_8643	30.0	578.0	KEAHIEPK_12196	1847.0	hypothetical protein
contig-100_8645	241.0	669.0	KEAHIEPK_12197	1042.0	hypothetical protein
contig-100_8646	290.0	709.0	KEAHIEPK_12198	2461.0	Nicotinamide-nucleotide adenylyltransferase
contig-100_8647	23.0	589.0	KEAHIEPK_12199	15807.0	Monocarboxylate 2-oxoacid-binding periplasmic protein
contig-100_8648	44.0	697.0	KEAHIEPK_12200	3515.0	DNA processing protein DprA
contig-100_8649	36.0	446.0	KEAHIEPK_12201	2096.0	hypothetical protein
contig-100_8650	358.0	555.0	KEAHIEPK_12202	1243.0	hypothetical protein
contig-100_8651	118.0	684.0	KEAHIEPK_12203	2092.0	hypothetical protein
contig-100_8655	236.0	505.0	KEAHIEPK_12204	1057.0	hypothetical protein
contig-100_8658	37.0	507.0	KEAHIEPK_12205	2242.0	hypothetical protein
contig-100_8659	389.0	616.0	KEAHIEPK_12206	2412.0	dITP/XTP pyrophosphatase
contig-100_8660	4.0	549.0	KEAHIEPK_12207	3239.0	Histidine--tRNA ligase
contig-100_8663	214.0	519.0	KEAHIEPK_12208	1031.0	hypothetical protein
contig-100_8665	50.0	418.0	KEAHIEPK_12209	1577.0	hypothetical protein
contig-100_8665	431.0	721.0	KEAHIEPK_12210	1212.0	hypothetical protein
contig-100_8666	17.0	475.0	KEAHIEPK_12211	2023.0	hypothetical protein
contig-100_8666	451.0	732.0	KEAHIEPK_12212	1389.0	Transcription antitermination protein RfaH
contig-100_8668	114.0	503.0	KEAHIEPK_12213	2163.0	hypothetical protein
contig-100_8668	401.0	676.0	KEAHIEPK_12214	1424.0	Low molecular weight protein-tyrosine-phosphatase YfkJ
contig-100_8669	63.0	575.0	KEAHIEPK_12215	1535.0	Xaa-Pro aminopeptidase
contig-100_8670	29.0	262.0	KEAHIEPK_12216	875.0	hypothetical protein
contig-100_8670	163.0	621.0	KEAHIEPK_12217	1875.0	hypothetical protein
contig-100_8671	167.0	580.0	KEAHIEPK_12218	3002.0	hypothetical protein
contig-100_8672	1.0	339.0	KEAHIEPK_12219	617.0	hypothetical protein
contig-100_8672	502.0	639.0	KEAHIEPK_12220	449.0	hypothetical protein
contig-100_8674	56.0	367.0	KEAHIEPK_12221	1167.0	hypothetical protein
contig-100_8674	376.0	594.0	KEAHIEPK_12222	930.0	Delta(1)-pyrroline-2-carboxylate reductase
contig-100_8675	53.0	187.0	KEAHIEPK_12223	546.0	hypothetical protein
contig-100_8675	187.0	501.0	KEAHIEPK_12224	1314.0	hypothetical protein
contig-100_8677	70.0	486.0	KEAHIEPK_12225	1972.0	hypothetical protein
contig-100_8679	30.0	287.0	KEAHIEPK_12226	1281.0	hypothetical protein
contig-100_8679	309.0	533.0	KEAHIEPK_12227	1658.0	hypothetical protein
contig-100_8681	76.0	489.0	KEAHIEPK_12228	1244.0	hypothetical protein
contig-100_8682	218.0	730.0	KEAHIEPK_12229	2062.0	hypothetical protein
contig-100_8685	1.0	354.0	KEAHIEPK_12230	1890.0	hypothetical protein
contig-100_8687	72.0	701.0	KEAHIEPK_12231	5212.0	hypothetical protein
contig-100_8688	216.0	407.0	KEAHIEPK_12232	1209.0	hypothetical protein
contig-100_8689	30.0	587.0	KEAHIEPK_12233	4379.0	hypothetical protein
contig-100_8690	100.0	624.0	KEAHIEPK_12234	2470.0	hypothetical protein
contig-100_8693	93.0	599.0	KEAHIEPK_12235	2815.0	NADPH-dependent 7-cyano-7-deazaguanine reductase
contig-100_8697	122.0	406.0	KEAHIEPK_12236	1906.0	hypothetical protein
contig-100_8697	403.0	720.0	KEAHIEPK_12237	1038.0	hypothetical protein
contig-100_8698	18.0	683.0	KEAHIEPK_12238	4053.0	hypothetical protein
contig-100_8700	10.0	387.0	KEAHIEPK_12239	1208.0	Phosphatidate cytidylyltransferase
contig-100_8702	246.0	575.0	KEAHIEPK_12240	2123.0	Sec translocon accessory complex subunit YajC
contig-100_8703	347.0	697.0	KEAHIEPK_12241	2614.0	hypothetical protein
contig-100_8704	253.0	684.0	KEAHIEPK_12242	2537.0	hypothetical protein
contig-100_8707	385.0	606.0	KEAHIEPK_12243	574.0	hypothetical protein
contig-100_8710	79.0	522.0	KEAHIEPK_12244	3043.0	hypothetical protein
contig-100_8710	556.0	693.0	KEAHIEPK_12245	476.0	hypothetical protein
contig-100_8713	442.0	618.0	KEAHIEPK_12246	814.0	hypothetical protein
contig-100_8716	147.0	728.0	KEAHIEPK_12247	3014.0	hypothetical protein
contig-100_8718	23.0	571.0	KEAHIEPK_12248	2576.0	hypothetical protein
contig-100_8720	212.0	595.0	KEAHIEPK_12249	4161.0	hypothetical protein
contig-100_8721	5.0	406.0	KEAHIEPK_12250	1714.0	hypothetical protein
contig-100_8723	104.0	670.0	KEAHIEPK_12251	5344.0	Protein YceI
contig-100_8724	145.0	606.0	KEAHIEPK_12252	1751.0	Monoacylglycerol lipase
contig-100_8725	169.0	702.0	KEAHIEPK_12253	4081.0	hypothetical protein
contig-100_8726	150.0	527.0	KEAHIEPK_12254	2022.0	hypothetical protein
contig-100_8727	36.0	224.0	KEAHIEPK_12255	1109.0	hypothetical protein
contig-100_8731	109.0	654.0	KEAHIEPK_12256	3675.0	hypothetical protein
contig-100_8733	46.0	312.0	KEAHIEPK_12257	2107.0	hypothetical protein
contig-100_8734	14.0	217.0	KEAHIEPK_12258	681.0	Nicotinate dehydrogenase subunit B
contig-100_8734	233.0	727.0	KEAHIEPK_12259	1461.0	Cocaine esterase
contig-100_8736	551.0	718.0	KEAHIEPK_12260	466.0	hypothetical protein
contig-100_8737	585.0	731.0	KEAHIEPK_12261	545.0	hypothetical protein
contig-100_8738	371.0	580.0	KEAHIEPK_12262	3074.0	hypothetical protein
contig-100_8739	13.0	174.0	KEAHIEPK_12263	924.0	hypothetical protein
contig-100_8739	171.0	689.0	KEAHIEPK_12264	5400.0	Putative glutamine amidotransferase
contig-100_8740	83.0	460.0	KEAHIEPK_12265	1313.0	Cytochrome c-type biogenesis protein CcmE
contig-100_8741	5.0	679.0	KEAHIEPK_12266	5247.0	Fructose-bisphosphate aldolase
contig-100_8742	25.0	480.0	KEAHIEPK_12267	1953.0	Deaminated glutathione amidase
contig-100_8743	105.0	341.0	KEAHIEPK_12268	664.0	hypothetical protein
contig-100_8743	347.0	727.0	KEAHIEPK_12269	7091.0	hypothetical protein
contig-100_8744	316.0	663.0	KEAHIEPK_12270	1910.0	hypothetical protein
contig-100_8748	274.0	462.0	KEAHIEPK_12271	1532.0	hypothetical protein
